"Номер задания";"Старт задания";"Окончание задания";"Товар НО";"Категория";"Код товарной категории";"Описание товара";"Комментарий по товару";"Бренд";"Код ценовой зоны";"Код розничной сети";"Розничная сеть";"Регион";"Физический адрес";"Штрихкод";"Количество штук";"Цена конкурента";"Цена акционная\по карте";"Аналог";"Нет товара";"Дата мониторинга";"Фото";"Примечание";"Ссылка на страницу товара"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ113956";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФНАШО";"Набор конфет Raffaello 240 г Россия";;"Raffaello";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`5413548040479";;"629.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990419?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/nabor-konfet-raffaello-240g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ242516";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Шоколадные батончики Snickers Минис Mars LLC 180г пакет Россия";;"Snickers";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`5000159413817,4607065000073";;"249";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/609790178?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokoladnyy-batonchik-snickers-minis-180g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ003596";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФНАПР";"Набор конфет  Toffifee 125 г Германия";;"Toffifee";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4014400400007";;"195.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989891?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/nabor-konfet-toffifee-125g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ308176";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФНАПР";"Набор конфет  Toffifee Storck GMBH 250г Германия";;"Toffifee";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4014400905359";;"519";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990771?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/nabor-konfet-toffifee-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ242517";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Шоколадные батончики Twix Минис Mars LLC 184г пакет Россия";;"Twix";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`5000159443630";;"239";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760543039?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokoladnyy-batonchik-twix-minis-184g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ299453";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФШОКФ";"Конфеты Александровская Люкс на сливках Сладовянка Россия";;"Александровская";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`2320636";;"35.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760538791?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-aleksandrovskie-korovki-lyuks-na-slivkakh/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ362980";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Бабаевский Белочка Бабаевская Концерн Бабаевский 200г п/у Россия";;"Бабаевский";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823525047";;"283.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760538627?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-belochka-babaevskaya-kf-200g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ275070";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФНАШО";"Набор конфет Вдохновение Бабаевский 215г Россия";;"Вдохновение";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823201248";;"359";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760543270?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory-1/nabor-konfet-vdokhnovenie-praline-215g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260934";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Ирис Красный Октябрь Золотой ключик Красный Октябрь 250г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117891017";;"149.9";"99.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989699?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/iris-zolotoy-klyuchik-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ287673";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Ирис Красный Октябрь Кис-кис Красный Октябрь 250г Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117891000";;"149.9";"99.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989693?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/iris-kis-kis-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260925";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Карамель Красный Октябрь Раковые шейки Красный Октябрь 250г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890843";;"179.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990069?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/karamel-rakovye-sheyki-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260844";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Красный Октябрь Кара-Кум Красный Октябрь 250г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117891802";;"339";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760540520?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-kara-kum-1-250/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ274892";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФШОКФ";"Конфеты Красный Октябрь Кара-Кум Красный Октябрь вес Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`2315300";;"119.99";"69.99";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760540989?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-kara-kum-1/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260828";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Красный Октябрь Красная шапочка 250г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890645";;"319.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760539750?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-krasnaya-shapochka-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260832";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Красный Октябрь Ласточка Красный Октябрь 250г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890904,4600823513037";;"169.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760540322?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-lastochka-250g-1/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260835";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Красный Октябрь Маска Рот Фронт 250г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890720";;"229.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989937?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/konfety-maska-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ367358";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Красный Октябрь Мишка косолапый Красный Октябрь 200г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600300086863";;"299.9";"199.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989637?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/konfety-mishka-kosolapyy-200-g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ365752";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Красный Октябрь Трюфели 200г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600300086665";;"329.9";"189.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990082?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/konfety-tryufeli-200g-2/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260924";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Красный Октябрь Цитрон Красный Октябрь 250г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890935,4600823509047";;"169";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760539735?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-tsitron-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260927";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты РотФронт Батончики Рот Фронт 250г п/у Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890973";;"159.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990161?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/konfety-batonchiki-rot-front-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ378235";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФНАШО";"Набор конфет Красный Октябрь с цельным и дробленым фундуком Красный Октябрь 200г Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600300085613";;"529";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760543869?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory-1/nabor-konfet-krasnyy-oktyabr-c-fukdukom-200g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ386975";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФНАШО";"Набор шоколадных конфет Красный Октябрь Москва Красный Октябрь 200г Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4605516020700";;"419";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990377?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/nabor-konfet-moskva-200g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ417472";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Крупская Сказки Перро АО ""Славянка-люкс"" 200г Россия";;"Крупская";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600694060234";;"149";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990382?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/konfety-skazki-perro-200g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ399157";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты вафельные Победа вкуса ""Мишки в лесу"" с начинкой в горьком шоколаде ООО ""КФ ПОБЕДА"" 250г пакет подушка Россия";;"Победа вкуса";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607005407467,4607005407450";;"101.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991857?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/konfety-vafelnye-mishki-v-lesu-v-gorkom-shokolade/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260849";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Карамель РотФронт Гусиные лапки Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890836";;"129.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989733?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/karamel-gusinye-lapki-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260859";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Карамель РотФронт Клубника со сливками Концерн Бабаевский 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823320062";;"99.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989681?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/karamel-klubnika-so-slivkami-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260877";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Карамель РотФронт Лимончики Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890881";;"89.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760540310?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/karamel-ledentsy-drazhe-/karamel-limonchiki-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260881";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Карамель РотФронт Мечта Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890874";;"89";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760540255?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/karamel-ledentsy-drazhe-/karamel-mechta-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260888";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Карамель РотФронт Москвичка в шоколаде Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890768";;"149.9";"109.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760540195?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/karamel-ledentsy-drazhe-/karamel-moskvichka-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260845";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Карамель леденцовая РотФронт Барбарис Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890805";;"99";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989695?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/karamel-barbaris-1-250/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260850";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Карамель леденцовая РотФронт Дюшес Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607117890812";;"99.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990535?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/karamel-dyushes-rot-front-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260893";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Коровка РотФронт вафельные вкус шоколада Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600508712557";;"169.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760540377?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-korovka-vafelnaya-s-shokoladnoy-nachinkoy-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260894";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты Коровка РотФронт вафельные молочная Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600508712564";;"169.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760539805?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/konfety-korovka-vafelnaya-s-molochnoy-nachinkoy-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260916";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты РотФронт Осенний вальс Рот Фронт 250г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600080318130";;"369";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990367?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/nabor-konfet-osenniy-vals-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260917";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Конфеты РотФронт Птичье молоко сливочно-ванильное 225г п/у Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600300080335";;"229.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600989688?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/konfety-ptiche-moloko-sliv-van-1-225/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ260926";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФПА";"Халва РотФронт в шоколадной глазури 400г пакет Россия";;"РотФронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600080282004";;"409.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760538662?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokoladnye-konfety-/khalva-rot-front-v-shokoladnoy-glazuri-400g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ415849";"КОНДИТЕР КОНФЕТЫ";"-ПРКДКФШОКФ";"Конфеты Славянка Жаклин Французский зефир клубника в шоколаде АО ""Славянка-люкс"" Россия";;"Славянка";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`2342924";;"35.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991025?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/konfety-zhaklin-so-vkusom-klubniki-v-shokolade/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ266906";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДХРХЛ";"Хлебцы ""Хлебцы-молодцы"" бородинские ""Молодец"" 150г Россия";;"""Хлебцы-молодцы""";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607024591192";;"56";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/601004536?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/khleb-khlebtsy/khlebtsy-molodtsy-borodinskie-tselnozernovye-150g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ467426";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДХРХЛ";"Вафельный хлеб Елизавета ""Елизавета"" ООО ""Елизавета"" 80 г Россия";;;;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607126190019";;"72";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/601004563?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/khleb-khlebtsy/khlebtsy-elizaveta-kukuruznye-80g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ461057";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДДХПР";"Печенье Orion Чоко Пай вишня в глазури ООО ""Орион Интернейшнл Евро"" 360г Россия";;;;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607084352245";;"212";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760533912?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/pechene-vafli-pryaniki/pechene-orion-choso-pie-vishnya-360g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ461184";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДПЕПЕБН";"Печенье Хлебный Спас сдобное овсяное с кусочками шоколада ООО ""ДИАЛ-К"" 500г Россия";;;;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607121294323";;"199.9";"149.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/713269264?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/pechene-vafli-pryaniki/pechene-khlebnyy-spas-ovsyanoe-s-kusochkami-shokolada-500g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ521231";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДПЕПЕБН";"Печенье Юбилейное витаминизированное традиционное ООО Монделис РУСЬ 268г";;;;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622201639105";;"119.9";"89.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990545?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/pechene-vafli-pryaniki/pechene-yubileynoe-traditsionnoe-femeli-313g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ467214";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДДХПН";"Пряники СССР Шоколадные ООО ""КП ""Полет"" 250г Россия";;;;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607003861742";;"142";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760539911?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/pechene-vafli-pryaniki/pryaniki-polet-shokoladnye-287g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ265217";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДДХКР";"Круассан 7DAYS Ванильный midi ООО ""Чипита Санкт-Петербург"" 65г Россия";;"7 Days";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`5201360523795";;"60";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991353?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/pechene-vafli-pryaniki/kruassany-7-days-single-s-vanilnym-kremom-65g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ319637";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДХРХЛ";"Хлебцы Baker House Итальянские с отрубями черным кунжутом и оливковым маслом ООО""Раменский хебокомбинат"" 250 г Россия";;"Baker House";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607001415770";;"136";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/601004583?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/khleb-khlebtsy/khlebtsy-baker-house-s-chyernym-kunzhutom-otrubyami-i-olivkovym-maslom-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ432907";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДХРХЛ";"Хлебцы Baker House Скандинавские ржаные цельнозерновые Раменский Кондитерский Комбинат 180г Россия";;"Baker House";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607001417026";;"219.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/601004753?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/khleb-khlebtsy/khlebtsy-baker-house-skandinavskie-rzhanye-180g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ367333";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДПЕПЕСН";"Печенье BelVita Утреннее витаминизированное с медом и орехами 225г Россия";;"BelVita";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622210721921";;"169.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991496?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/pechene-vafli-pryaniki/pechene-belvita-utrennee-med-orekh-225g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ367338";"КОНДИТЕР ПЕЧЕН ВАФЛ КРЕК";"-ПРКДПЕПЕСН";"Печенье BelVita Утреннее витаминизированное со злаковыми хлопьями 225г Россия";;"BelVita";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622210721976";;"169.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991340?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/pechene-vafli-pryaniki/pechene-belvita-utrennee-zlaki-225g/"
